id	std_type	description	lowgrade	highgrade	sCode
1012	3d	Nuclear Fusion processes in the center of the sun release the energy that ultimately reaches Earth as radiation.	9	12	S2472009
1013	3d	"The significance of a phenomenon is dependent on the scale, proportion, and quantity at which it occurs."	9	12	S2471897
1014	child	"Construct an explanation of the Big Bang theory based on astronomical evidence of light spectra, motion of distant galaxies, and composition of matter in the universe."	9	12	S2454588
1018	3d	"The Big Bang theory is supported by observations of distant galaxies receding from our own, of the measured composition of stars and non-stellar gases, and of the maps of spectra of the primordial radiation (cosmic microwave background) that still fills the universe."	9	12	S2472002
1020	3d	"Atoms of each element emit and absorb characteristic frequencies of light. These characteristics allow identification of the presence of an element, even in microscopic quantities."	9	12	S2472010
1021	3d	"Energy cannot be created or destroyed - it only moves between one place and another place, between objects and/or fields, or between systems."	9	12	S2471848
1023	3d	Scientific knowledge is based on the assumption that natural laws operate today as they did in the past and they will continue to do so in the future.	9	12	S2471970
1024	3d	Science assumes the universe is a vast single system in which basic laws are consistent.	9	12	S2471683
1025	child	"Communicate scientific ideas about the way stars, over their life cycle, produce elements."	9	12	S2454589
1026	3d	"Communicate scientific ideas (e.g. about phenomena and/or the process of development and the design and performance of a proposed process or system) in multiple formats (including orally, graphically, textually, and mathematically)."	9	12	S2471990
1027	3d	"The study of stars' light spectra and brightness is used to identify compositional elements of stars, their movements, and their distances from Earth."	9	12	S2472001
1028	3d	"Other than the hydrogen and helium formed at the time of the Big Bang, nuclear fusion within stars produces all atomic nuclei lighter than and including iron, and the process releases electromagnetic energy. Heavier elements are produced when certain massive stars achieve a supernova stage and explode."	9	12	S2472003
1029	3d	"In nuclear processes, atoms are not conserved, but the total number of protons plus neutrons is conserved."	9	12	S2471679
1030	child	Use mathematical or computational representations to predict the motion of orbiting objects in the solar system.	9	12	S2454590
1031	3d	Use mathematical or computational representations of phenomena to describe explanations.	9	12	S2471982
1032	3d	"Kepler's laws describe common features of the motions of orbiting objects, including their elliptical paths around the sun. Orbits may change due to the gravitational effects from, or collisions with, other objects in the solar system."	9	12	S2472004
1033	3d	"Algebraic thinking is used to examine scientific data and predict the effect of a change in one variable on another (e.g., linear growth vs. exponential growth)."	9	12	S2471926
1035	child	Evaluate evidence of the past and current movements of continental and oceanic crust and the theory of plate tectonics to explain the ages of crustal rocks.	9	12	S2454591
1036	3d	Evaluate the evidence behind currently accepted explanations or solutions to determine the merits of arguments.	9	12	S2471945
1037	3d	"Continental rocks, which can be older than 4 billion years, are generally much older than the rocks of the ocean floor, which are less than 200 million years old."	9	12	S2472005
1038	3d	Plate tectonics is the unifying theory that explains the past and current movements of the rocks at Earth's surface and provides a framework for understanding its geologic history.	9	12	S2472007
1040	3d	Empirical evidence is needed to identify patterns.	9	12	S2472017
1041	child	"Apply scientific reasoning and evidence from ancient Earth materials, meteorites, and other planetary surfaces to construct an account of Earth's formation and early history."	9	12	S2454592
1042	3d	Apply scientific reasoning to link evidence to the claims to assess the extent to which the reasoning and data support the explanation or conclusion.	9	12	S2471985
1043	3d	"A scientific theory is a substantiated explanation of some aspect of the natural world, based on a body of facts that have been repeatedly confirmed through observation and experiment and the science community validates each theory before it is accepted. If new evidence is discovered that the theory does not accommodate, the theory is generally modified in light of this new evidence."	9	12	S2471788
1044	3d	"Models, mechanisms, and explanations collectively serve as tools in the development of a scientific theory."	9	12	S2471992
1045	3d	"Although active geologic processes, such as plate tectonics and erosion, have destroyed or altered most of the very early rock record on Earth, other objects in the solar system, such as lunar rocks, asteroids, and meteorites, have changed little over billions of years. Studying these objects can provide information about Earth's formation and early history."	9	12	S2472006
1046	3d	Spontaneous radioactive decays follow a characteristic exponential decay law. Nuclear lifetimes allow radiometric dating to be used to determine the ages of rocks and other materials.	9	12	S2472008
1048	parent	Earth's Systems	9	12	S2467909
1049	child	Develop a model to illustrate how Earth's internal and surface processes operate at different spatial and temporal scales to form continental and ocean-floor features.	9	12	S2454593
1052	3d	Plate tectonics is the unifying theory that explains the past and current movements of the rocks at Earth's surface and provides a framework for understanding its geologic history. Plate movements are responsible for most continental and ocean-floor features and for the distribution of most rocks and minerals within Earth's crust.	9	12	S2472059
1054	child	Analyze geoscience data to make the claim that one change to Earth's surface can create feedbacks that cause changes to other Earth systems.	9	12	S2454594
1055	3d	"Analyze data using tools, technologies, and/or models (e.g., computational, mathematical) in order to make valid and reliable scientific claims or determine an optimal design solution."	9	12	S2471696
1056	3d	"Earth's systems, being dynamic and interacting, cause feedback effects that can increase or decrease the original changes."	9	12	S2472055
1059	child	Develop a model based on evidence of Earth's interior to describe the cycling of matter by thermal convection.	9	12	S2454595
1062	3d	Science disciplines share common rules of evidence used to evaluate explanations about natural systems.	9	12	S2472044
1063	3d	Science includes the process of coordinating patterns of evidence with current theory.	9	12	S2472045
1064	3d	"Evidence from deep probes and seismic waves, reconstructions of historical changes in Earth's surface and its magnetic field, and an understanding of physical and chemical processes lead to a model of Earth with a hot but solid inner core, a liquid outer core, a solid mantle and crust. Motions of the mantle and its plates occur primarily through thermal convection, which involves the cycling of matter due to the outward flow of energy from Earth's interior and gravitational movement of denser materials toward the interior."	9	12	S2472056
1065	3d	"The radioactive decay of unstable isotopes continually generates new energy within Earth's crust and mantle, providing the primary source of the heat that drives mantle convection. Plate tectonics can be viewed as the surface expression of mantle convection."	9	12	S2472058
1066	3d	Geologists use seismic waves and their reflection at interfaces between layers to probe structures deep in the planet.	9	12	S2472065
1067	3d	Energy drives the cycling of matter within and between systems.	9	12	S2471901
1068	3d	"Science and engineering complement each other in the cycle known as research and development (R&D). Many R&D projects may involve scientists, engineers, and others with wide ranges of expertise."	9	12	S2472023
1069	child	Use a model to describe how variations in the flow of energy into and out of Earth systems result in changes in climate.	9	12	S2454599
1070	3d	Use a model to provide mechanistic accounts of phenomena.	9	12	S2472036
1072	3d	"Cyclical changes in the shape of Earth's orbit around the sun, together with changes in the tilt of the planet's axis of rotation, both occurring over hundreds of thousands of years, have altered the intensity and distribution of sunlight falling on the earth. These phenomena cause a cycle of ice ages and other gradual climate changes."	9	12	S2472054
1073	3d	"The geological record shows that changes to global and regional climate can be caused by interactions among changes in the sun's energy output or Earth's orbit, tectonic events, ocean circulation, volcanic activity, glaciers, vegetation, and human activities. These changes can occur on a variety of time scales from sudden (e.g., volcanic ash clouds) to intermediate (ice ages) to very long-term tectonic cycles."	9	12	S2472057
1074	3d	"The foundation for Earth's global climate systems is the electromagnetic radiation from the sun, as well as its reflection, absorption, storage, and redistribution among the atmosphere, ocean, and land systems, and this energy's re-radiation into space."	9	12	S2472061
1077	child	Plan and conduct an investigation of the properties of water and its effects on Earth materials and surface processes.	9	12	S2454596
1078	3d	"Plan and conduct an investigation individually and collaboratively to produce data to serve as the basis for evidence, and in the design: decide on types, how much, and accuracy of data needed to produce reliable measurements and consider limitations on the precision of the data (e.g., number of trials, cost, risk, time), and refine the design accordingly."	9	12	S2471654
1079	3d	"The abundance of liquid water on Earth's surface and its unique combination of physical and chemical properties are central to the planet's dynamics. These properties include water's exceptional capacity to absorb, store, and release large amounts of energy, transmit sunlight, expand upon freezing, dissolve and transport materials, and lower the viscosities and melting points of rocks."	9	12	S2472060
1080	3d	"The functions and properties of natural and designed objects and systems can be inferred from their overall structure, the way their components are shaped and used, and the molecular substructures of its various materials."	9	12	S2472075
1081	child	"Develop a quantitative model to describe the cycling of carbon among the hydrosphere, atmosphere, geosphere, and biosphere."	9	12	S2454597
1082	3d	Develop a model based on evidence to illustrate the relationships between systems or between components of a system.	9	12	S2471651
1084	3d	Changes in the atmosphere due to human activity have increased carbon dioxide concentrations and thus affect climate.	9	12	S2472063
1085	child	Construct an argument based on evidence about the simultaneous coevolution of Earth systems and life on Earth.	9	12	S2454598
1086	3d	Construct an oral and written argument or counter-arguments based on data and evidence.	9	12	S2472042
1087	3d	Gradual atmospheric changes were due to plants and other organisms that captured carbon dioxide and released oxygen.	9	12	S2472062
1088	3d	The many dynamic and delicate feedbacks between the biosphere and other Earth systems cause a continual co-evolution of Earth's surface and the life that exists on it.	9	12	S2472064
1089	3d	Much of science deals with constructing explanations of how things change and how they remain stable.	9	12	S2471682
1090	parent	Earth and Human Activity	9	12	S2467910
1091	child	"Construct an explanation based on evidence for how the availability of natural resources, occurrence of natural hazards, and changes in climate have influenced human activity."	9	12	S2454601
1092	3d	"Construct an explanation based on valid and reliable evidence obtained from a variety of sources (including students' own investigations, models, theories, simulations, peer review) and the assumption that theories and laws that describe the natural world operate today as they did in the past and will continue to do so in the future."	9	12	S2471827
1093	3d	Resource availability has guided the development of human society.	9	12	S2472111
1094	3d	Natural hazards and other geologic events have shaped the course of human history; [they] have significantly altered the sizes of human populations and have driven human migrations.	9	12	S2472113
1095	3d	Empirical evidence is required to differentiate between cause and correlation and make claims about specific causes and effects.	9	12	S2471724
1097	child	"Evaluate competing design solutions for developing, managing, and utilizing energy and mineral resources based on cost-benefit ratios."	9	12	S2454602
1098	3d	"Evaluate competing design solutions to a real-world problem based on scientific ideas and principles, empirical evidence, and logical arguments regarding relevant factors (e.g. economic, societal, environmental, ethical considerations)."	9	12	S2472099
1099	3d	"All forms of energy production and other resource extraction have associated economic, social, environmental, and geopolitical costs and risks as well as benefits. New technologies and social regulations can change the balance of these factors."	9	12	S2472112
1101	3d	Analysis of costs and benefits is a critical aspect of decisions about technology.	9	12	S2472131
1102	3d	"Science and technology may raise ethical issues for which science, by itself, does not provide answers and solutions."	9	12	S2472133
1103	3d	"Science knowledge indicates what can happen in natural systems - not what should happen. The latter involves ethics, values, and human decisions about the use of knowledge."	9	12	S2472134
1104	3d	"Many decisions are not made using science alone, but rely on social and cultural contexts to resolve issues."	9	12	S2472135
1105	child	"Create a computational simulation to illustrate the relationships among management of natural resources, the sustainability of human populations, and biodiversity."	9	12	S2454603
1106	3d	"Create a computational model or simulation of a phenomenon, designed device, process, or system."	9	12	S2471740
1107	3d	The sustainability of human societies and the biodiversity that supports them requires responsible management of natural resources.	9	12	S2472114
1109	3d	Modern civilization depends on major technological systems.	9	12	S2471812
1110	3d	"New technologies can have deep impacts on society and the environment, including some that were not anticipated."	9	12	S2472130
1111	3d	"Science is a result of human endeavors, imagination, and creativity."	9	12	S2472132
1112	child	Evaluate or refine a technological solution that reduces impacts of human activities on natural systems.	9	12	S2454604
1113	3d	"Design or refine a solution to a complex real-world problem, based on scientific knowledge, student-generated sources of evidence, prioritized criteria, and tradeoff considerations."	9	12	S2472097
1114	3d	Scientists and engineers can make major contributions by developing technologies that produce less pollution and waste and that preclude ecosystem degradation.	9	12	S2472115
1116	3d	Feedback (negative or positive) can stabilize or destabilize a system.	9	12	S2471850
1117	3d	Engineers continuously modify these technological systems by applying scientific knowledge and engineering design practices to increase benefits while decreasing costs and risks.	9	12	S2471813
1118	child	Analyze geoscience data and the results from global climate models to make an evidence-based forecast of the current rate of global or regional climate change and associated future impacts to Earth systems.	9	12	S2454600
1119	3d	Analyze data using computational models in order to make valid and reliable scientific claims.	9	12	S2472091
1120	3d	Science investigations use diverse methods and do not always use the same set of procedures to obtain data.	9	12	S2472100
1121	3d	New technologies advance scientific knowledge.	9	12	S2472101
1122	3d	Science knowledge is based on empirical evidence.	9	12	S2472043
1123	3d	Science arguments are strengthened by multiple lines of evidence supporting a single explanation.	9	12	S2472046
1125	3d	Change and rates of change can be quantified and modeled over very short or very long periods of time. Some system changes are irreversible.	9	12	S2472077
1126	child	Use a computational representation to illustrate the relationships among Earth systems and how those relationships are being modified due to human activity.	9	12	S2454605
1127	3d	Use a computational representation of phenomena or design solutions to describe and/or support claims and/or explanations.	9	12	S2472094
1128	3d	"Current models predict that, although future regional climate changes will be complex and varied, average global temperatures will continue to rise. The outcomes predicted by global climate models strongly depend on the amounts of human-generated greenhouse gases added to the atmosphere each year and by the ways in which these gases are absorbed by the ocean and biosphere."	9	12	S2472110
1129	3d	"Though the magnitudes of human impacts are greater than they have ever been, so too are human abilities to model, predict, and manage current and future impacts."	9	12	S2472116
1130	3d	Empirical evidence is required to differentiate between cause and correlation and make claims about specific causes and effects.	9	12	S2472125
1131	parent	Engineering Design	9	12	S2467911
1132	child	Analyze a major global challenge to specify qualitative and quantitative criteria and constraints for solutions that account for societal needs and wants.	9	12	S2454606
1133	3d	Analyze complex real-world problems by specifying criteria and constraints for successful solutions.	9	12	S2472143
1134	3d	"Criteria and constraints also include satisfying any requirements set by society, such as taking issues of risk mitigation into account, and they should be quantified to the extent possible and stated in such a way that one can tell if a given design meets them."	9	12	S2471717
1135	3d	"Humanity faces major global challenges today, such as the need for supplies of clean water and food or for energy sources that minimize pollution, which can be addressed through engineering. These global challenges also may have manifestations in local communities."	9	12	S2472153
1137	child	"Design a solution to a complex real-world problem by breaking it down into smaller, more manageable problems that can be solved through engineering."	9	12	S2454607
1138	3d	"Design a solution to a complex real-world problem, based on scientific knowledge, student-generated sources of evidence, prioritized criteria, and tradeoff considerations."	9	12	S2472147
1139	3d	"Criteria may need to be broken down into simpler ones that can be approached systematically, and decisions about the priority of certain criteria over others (trade-offs) may be needed."	9	12	S2471718
1140	child	"Evaluate a solution to a complex real-world problem based on prioritized criteria and trade-offs that account for a range of constraints, including cost, safety, reliability, and aesthetics, as well as possible social, cultural, and environmental impacts."	9	12	S2454608
1141	3d	"Evaluate a solution to a complex real-world problem, based on scientific knowledge, student-generated sources of evidence, prioritized criteria, and tradeoff considerations."	9	12	S2472148
1142	3d	"When evaluating solutions it is important to take into account a range of constraints including cost, safety, reliability and aesthetics and to consider social, cultural and environmental impacts."	9	12	S2471890
1143	3d	"New technologies can have deep impacts on society and the environment, including some that were not anticipated. Analysis of costs and benefits is a critical aspect of decisions about technology."	9	12	S2472080
1144	child	Use a computer simulation to model the impact of proposed solutions to a complex real-world problem with numerous criteria and constraints on interactions within and between systems relevant to the problem.	9	12	S2454609
1145	3d	Use mathematical models and/or computer simulations to predict the effects of a design solution on systems and/or the interactions between systems.	9	12	S2472145
1146	3d	"Both physical models and computers can be used in various ways to aid in the engineering design process. Computers are useful for a variety of purposes, such as running simulations to test different ways of solving a problem or to see which one is most efficient or economical; and in making a persuasive presentation to a client about how a given design will meet his or her needs."	9	12	S2471964
1147	3d	"Models (e.g., physical, mathematical, computer models) can be used to simulate systems and interactions - including energy, matter, and information flows - within and between systems at different scales."	9	12	S2471809
